Content,Video title,Video publish time,Duration,Average view duration,Stayed to watch (%),Average percentage viewed (%),New viewers,Regular viewers,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
DOApzD7E9NU,Bts Craze In Girls 😱,"Jun 10, 2025",50,0:00:26,50.34,52.71,,,4504,16.7752,5,2187,2.51
4tmcXZArd84,latent roast 😅 #shorts,"Dec 7, 2024",22,0:00:16,50.23,74.55,,,439,2,0,548,1.28
ugDydQmdV3Q,kajal sejal dark-11 #shorts,"Dec 24, 2024",39,0:00:19,50.21,50.97,,,750,4.0568,1,1034,2.51
p0QtzIlDgX0,Baba Ji X Modi Meme Reaction,"Mar 31, 2025",45,0:00:18,50.13,40.9,,,1117,3.1215,0,1373,0.8
yCYowTjpFTE,Safety 😂 #shorts,"Jan 30, 2025",13,0:00:17,50,138.08,,,2,0.01,0,0,
oAJjiTaFhAE,Reality of German Shepherd 😱#bjp #viral,"May 6, 2024",53,0:00:53,50,100.94,,,3,0.0446,0,0,
YcBxjJ5ZEo8,Fokus Fake Drink Exposed,"Mar 19, 2025",33,0:00:26,49.85,79.11,,,2446,17.5177,1,1146,1.05
xed9ZtstTZA,ALERT ! #shorts,"Dec 18, 2023",6,0:00:07,49.67,125.91,,,1375,2.8585,0,1124,2.76
2MQ0R3W5a0g,papa kaise hai 😂 #shorts,"Jan 2, 2025",55,0:00:25,49.58,46.33,,,1208,8.4552,0,514,0.58
7u-rSbfge0Q,gareebo ka ajay devgan 😂 #shorts,"Apr 20, 2024",31,0:00:20,49.58,65.06,,,297,1.6638,0,417,4.56
q1lzBro7SXo,modern police Enjoy dance With Duty 😀 #shorts,"Dec 15, 2023",27,0:00:18,49.2,69.21,,,3224,16.6111,3,1739,1.9
 -AWGbwyFwRQ,nada 😂 #shorts,"Jan 3, 2025",59,0:00:25,49.16,43.8,,,540,3.7805,1,692,0.29
G3LrWSClSfA,instagram ke baba 😂 #shorts,"Sep 23, 2024",15,0:00:15,49.09,103.78,,,27,0.1167,0,667,1.2
49giwJjgApE,bakl@nd  business wala 😂 #shorts,"Feb 2, 2024",24,0:00:17,48.98,72.71,,,3225,15.5742,0,1166,1.37
ona2wUkXnRs,aaj kal ki ladkiya 😆 #shorts,"Nov 28, 2024",21,0:00:15,48.73,74.24,,,975,4.1935,2,1038,1.45
5XiASzQsrM0,NO P*RN #30dayschallenge,"Jul 2, 2025",48,0:00:22,48.64,46.17,,,1691,5.3001,2,3189,3.92
hkjUheRAR3k,Power Of Bihari 🔥,"Jun 23, 2026",35,0:00:19,48.61,54.53,,,3697,9.6794,6,495,10.51
cCNmfslWBQc,aukat! #shorts,"Dec 31, 2023",22,0:00:18,48.27,86.1,,,4966,26.0641,9,1662,2.17
oVfEXdhAIts,Mehnat 🔥 #shorts,"Oct 15, 2024",16,0:00:09,48.27,58.53,,,473,1.2305,2,520,1.35
w-JSU1463aA,cringe shorts pt-1😂,"Jun 22, 2024",30,0:00:19,48.15,64.94,,,821,4.4428,3,437,0.92
mkwjlKRJP0w,OG Workout 😂,"Jul 27, 2025",60,0:00:29,48.06,49.79,,,1536,6.0476,1,2233,1.25
1-aQXsJ5Xp8,Hindustani bhau angery 🤬 on samay Raina #shorts,"Feb 22, 2025",45,0:00:21,48.05,48.43,,,985,5.8221,0,780,0.9
vElZRnenrCo,UP ka badmash baccha 😱 #shorts #roast,"Apr 24, 2024",60,0:00:31,48,52.95,,,48,0.4236,0,13,53.85
4-r_KP8rKbw,15 August Special Cringe 😂,"Aug 15, 2025",57,0:00:34,47.86,60.78,,,2395,10.7926,6,2543,4.95
ASF9JW4GGQs,kajal sejal dark-3 #shorts,"Nov 27, 2024",46,0:00:22,47.8,47.95,,,1426,8.6562,1,1776,2.98
B6lRNCLVAFM,kota student story #funny,"Mar 19, 2024",10,0:00:10,47.76,101.55,,,891,2.4979,2,915,2.08
J8Qbu3Czqag,Instagram's budget motivator 😂 #shorts  #funnycringe,"Jun 16, 2024",38,0:00:18,47.74,47.12,,,1384,7.2328,2,579,1.21
4e1L-huIseg,VLOGERS ki duniya!  🤯 #shorts #funny,"Dec 17, 2023",25,0:00:20,47.73,80.27,,,5092,28.2835,10,2057,1.8
cXRPQRpDdGU,I Roasted BTS ARMY,"Apr 8, 2025",46,0:00:27,47.56,59.03,,,3393,11.6926,2,2091,6.41
p4m7fFvs3EQ,Power of ? 😅 #shorts,"Mar 17, 2024",13,0:00:10,47.5,84.25,,,19,0.0578,0,1,100
dwZH2pclFXY,L@nd DOCTOR OF INSTAGRAM 😱 #shorts,"Feb 4, 2024",27,0:00:14,47.34,53.97,,,1501,6.0573,8,1104,1.81
roPghI6Qlnw,cringe attitude reels roast 😂 #shorts,"Oct 3, 2024",28,0:00:15,46.84,54.23,,,479,2.0204,0,548,1.09
vbPHLixmFD8,sejal exx roast 😅 wait for end #shorts,"Dec 3, 2024",27,0:00:14,46.75,53.33,,,180,0.72,0,1040,9.23
NqBVnYP_ArU,Instagram Treand Gone Wrong 😂,"Sep 14, 2025",30,0:00:20,46.62,67.27,,,1421,3.5966,6,2537,1.62
bycihJjwq9c,nibba is worst than you thought 🤣 #comedy #shorts,"Nov 5, 2024",42,0:00:17,46.42,41.21,,,551,2.6489,2,934,2.89
bSalNdVY_gk,Arman Malik Wife 🥵,"Jun 18, 2025",67,0:00:36,46.3,54.53,,,2335,10.6786,1,2540,3.62
E8TkZh4AN7U,danish zehen  😂 #shorts,"Sep 21, 2024",40,0:00:21,46.25,54.44,,,820,4.9599,4,450,2.44
 -bKWn1Evmp0,kajal sejal solution #shorts,"Dec 8, 2024",22,0:00:16,46.07,77.13,,,3819,17.9553,3,5137,10.32
F-9oj4hV2vY,kaminey dost 😂,"Jun 20, 2024",43,0:00:22,45.87,51.82,,,2043,12.611,1,688,0.73
u7vYhpwt3lU,R.I.P BTS fans🤣🤣 #roast #shorts,"Aug 17, 2024",15,0:00:18,45.79,125.13,,,2348,11.742,10,2789,3.23
fx1rzgBPyoY,chapri bois🤣 #shorts,"Oct 13, 2024",29,0:00:18,45.76,64.4,,,473,2.454,1,662,1.96
HVS3SVIzFFQ,jiyan hai aap😅 #shorts #funny,"Mar 7, 2024",6,0:00:08,45.69,141.21,,,686,1.6145,2,1347,4.01
aqFIX4_5MSQ,Pakistani Meme Reaction,"Mar 31, 2025",48,0:00:27,45.64,56.96,,,2273,8.1471,1,2515,0.64
E-ZE-XgdZ_4,Sugar Daddy Meme Reaction,"Apr 1, 2025",56,0:00:14,45.56,25.29,,,962,1.9593,0,1507,0.86
AMwevOGJgwU,Online Show-Off Gone Too Far!,"Mar 17, 2025",39,0:00:19,45.47,50.46,,,555,2.9687,1,842,0.48
RrtphhJF-lo,shadi pe gift😬 #shorts,"Mar 15, 2024",12,0:00:12,45.28,100.77,,,518,1.7399,2,413,3.15
2uFpWvNAHg8,गुटखा premi 😂 #shorts #roast,"Apr 22, 2024",32,0:00:17,45.23,54.21,,,403,1.9418,0,439,3.42
pM9o3XNt7Q4,rip pysics and logic 🤣 #shorts,"Sep 29, 2024",38,0:00:17,45.06,46.98,,,452,2.2413,0,458,3.93
amcd02T1E60,elvish ki sachi 😡 #shorts #viral,"Mar 10, 2024",43,0:00:32,44.99,76.74,,,1489,13.6044,2,921,2.17
i3C0V-G1jk0,auto tune reaction #shorts,"Dec 9, 2024",46,0:00:20,44.78,44.48,,,3706,21.0433,1,825,1.45
gYejZUST_sI,instagram ki nibbiya 😂😂 #shorts  #funnycringe,"Jun 13, 2024",26,0:00:17,44.76,58.82,,,1277,6.205,4,641,1.4
_VGaQ_A_Cl4,Rakshabandhan Cringe || mobster manav || #shorts #shortsfeed,"Aug 30, 2023",46,0:02:43,44.58,356.52,,,371,16.9008,7,897,1.9
kkybk2kJK6Y,Bihari Song Roast 😂,"May 14, 2025",56,0:00:23,44.44,41.61,,,839,2.4081,0,1708,1.46
7VNKwVs8V_M,Viral girls playing HOLI in Delhi Metro 🚅,"Mar 25, 2024",36,0:00:18,44.29,50.19,,,1580,7.8876,3,1817,1.49
j_JIiPhl-pw,Khan Baba Roast 😂,"May 19, 2025",53,0:00:22,43.99,42.83,,,1496,4.2103,5,2053,2
TgO3Wc2Tohk,Puneet Superstar vs Rajat Dalal,"Mar 7, 2025",26,0:00:14,43.76,55.19,,,566,2.0621,1,1144,0.96
2vIX3LGO-fA,Rise And Fall Salary Pawan Singh 🫨,"Sep 19, 2025",33,0:00:18,43.41,57.4,,,1520,3.454,0,3194,0.94
0ACbthyB0ZE,gen z baba exposed 😂 #comedy #funny,"Oct 28, 2024",40,0:00:19,43.25,48.75,,,602,3.261,3,713,1.82
9qWEh_4tZUo,bodycount 😂 #shorts,"Jan 3, 2025",30,0:00:20,43.04,66.7,,,548,2.9626,0,674,0.74
rgIcQy5hlHs,Pakistan Pagal Ho Gaya 🤣,"Mar 28, 2026",35,0:00:18,42.95,53.56,,,1750,4.2821,6,245,10.61
dNBU3YVvXoU,Fake Bollywood Star 😡,"May 17, 2025",41,0:00:19,42.89,46.55,,,827,2.0155,0,643,1.4
3jW8AWsZR7M,sejal exx😂roast,"Sep 23, 2024",34,0:00:20,42.88,58.88,,,526,2.9249,1,1039,5.97
P7cnQbGhY6o,Happy Independence Day! #shorts,"Aug 15, 2024",15,0:00:12,42.86,84.34,,,66,0.2319,0,47,25.53
n-_DdnYfhEc,cringe saurav joshi 😂 #shorts,"Oct 24, 2024",31,0:00:11,42.68,37.85,,,438,1.4274,1,509,0.98
qQPPktNgCWg,Best chapri collab 2024 🤮#shorts #roast,"Apr 27, 2024",52,0:00:17,42.59,33.03,,,484,2.3094,1,604,2.98
9QBp_pfc-dc,food vloger #shorts,"Nov 27, 2024",32,0:00:17,42.59,54,,,598,2.8571,0,916,0.33
gMfr8M9EJXk,hate comments! #viral #shortvideo,"May 28, 2024",24,0:00:15,42.47,64.49,,,592,2.5245,1,721,1.94
86D4N46I_Vc,king of pubg 😂 #funny #funnycringe #shorts,"Oct 25, 2024",31,0:00:18,42.39,61.05,,,782,4.0957,2,762,1.18
UqtEspr5ANg,Roast Aayushi 😂,"Jul 4, 2024",40,0:00:19,42.19,48.52,,,2488,13.4017,9,898,4.68
7WesqwPJaVI,badmash baccha 😱,"Apr 13, 2024",38,0:00:16,42.15,44,,,462,2.1459,3,378,1.32
qQ1v3ZQSxps,chapri's favorite food #shorts,"Nov 27, 2024",23,0:00:15,42.14,65.91,,,1007,4.1339,1,1134,2.29
fvbAONUsDo0,nibba nibbi ki prem kahani 😂 😂,"Jun 29, 2024",34,0:00:21,42.13,64.23,,,1523,9.215,5,828,1.81
uRlsZrRhReE,happy diwali 😂 #shorts #funny,"Oct 30, 2024",34,0:00:17,42.09,51.15,,,419,2.024,2,718,0.84
eTPydoLbSKA,reels ka virus 😂 #shorts  #funnycringe,"Jun 14, 2024",34,0:00:22,41.89,59.99,,,2064,12.6363,5,622,0.96
uI_51Sl2rk4,bts popat 😂 #bts #funny #shorts,"Jun 3, 2024",38,0:00:15,41.87,41.88,,,489,2.1616,3,437,2.06
qhk86CksTBs,Friendly @devikagupta029 Roast 😜,"Aug 8, 2025",60,0:00:31,41.84,52.74,,,2451,9.2033,0,2684,8.76
08uBZtl58X0,family vloger roast 😂 (part-3) #shorts,"Oct 21, 2024",29,0:00:12,41.75,44.16,,,433,1.5135,0,1054,1.61
trO0EVD7c2Q,Why People Hate BTS,"Mar 23, 2025",42,0:00:25,41.71,60.47,,,1176,7.9379,0,1335,1.72
aebpRozN5k8,Kha Liya 🤣,"Dec 19, 2025",35,0:00:21,41.67,62.79,,,38,0.1003,0,7,14.29
EUFX6U75nAo,Day-2 Iphone Madness In India #30dayschallenge,"Jul 7, 2025",45,0:00:19,41.63,44.2,,,785,1.9693,0,152,9.87
Suj4v5zNdbI,carry vs ajaz khan Roast 😱,"Jul 8, 2024",35,0:00:21,41.5,61.06,,,753,4.4476,2,909,0.88
cO4EVqynzk8,Potato thief 😱 #shorts #comedy,"Nov 2, 2024",47,0:00:23,41.24,50.47,,,670,4.4145,3,986,2.33
yOW-oo-wzoM,Badmashi In Dubai,"Apr 4, 2025",35,0:00:17,41.19,49.64,,,1173,2.4711,0,1286,0.93
TCW-K3DFzAw,shubh ka baap 😂 #funny #comedy,"Oct 27, 2024",46,0:00:19,41.15,42.72,,,423,2.3091,1,548,1.82
0AoBh2VzZ50,food vloger of india 😂,"Jun 28, 2024",21,0:00:14,41.03,67.48,,,892,3.5114,3,461,3.47
fC8lZbA9QcU,Pawan Singh Rise Or Fall 😂,"Sep 18, 2025",32,0:00:18,41.01,57.66,,,1414,3.0743,1,2721,0.88
AI1BhMW8vjE,RAHUL GANDHI MEME MATERIAI OR ? #shorts #shortsfeed #reaction,"Nov 29, 2023",32,0:00:20,41,57.89,,,1116,6.0905,2,1332,2.85
IeuKgWRHQLQ,ladko ki dushman 😂 #shorts #viral,"Jun 15, 2024",37,0:00:20,40.81,51.68,,,776,4.4083,1,614,1.3
BW06OGhuZoo,Kha gya kattar Hindu 😐   #shorts,"Mar 8, 2024",32,0:00:19,40.77,61.66,,,454,2.4884,1,365,2.19
37VbKn2WNoQ,Jeet Kaise gya 😱,"Jun 22, 2025",58,0:00:21,40.49,37.7,,,903,2.3865,1,382,3.4
96mkb949QPU,INSTAGRAM KA  SCIENTIST 😂 #shorts,"Jan 7, 2024",31,0:00:17,40.33,55.89,,,2510,12.0261,12,1114,2.87
kJ3VAS8TSZM,request to ‎@souravjoshivlogs7028  #shorts,"Nov 23, 2024",34,0:00:18,40.27,54.43,,,796,4.0783,3,961,1.56
FDGerL2Itww,dhruv rathee ka sach😱 #viralshorts #memes #shortvideo,"May 22, 2024",48,0:00:18,40.26,38.95,,,432,2.2433,1,472,3.39
UA9WSKwZQ5c,Desi politicians on chandrayaan 3 || mobster manav || #shorts #politics,"Aug 25, 2023",60,0:00:47,40.16,79.77,,,1775,22.9189,1,1724,5.68
vUTxHtSf0IU,Shocking Sejal Exx 😱,"Jun 7, 2025",42,0:00:26,39.97,63.85,,,12621,37.7967,12,2568,3.7
6w6OD9vGqgs,sandeep maheshwari ka beta 😂 #shorts,"Sep 27, 2024",27,0:00:16,39.81,60.65,,,633,2.8795,1,944,2.44
uG7WKIVpozE,cringe vloger 😂 #rooast,"Oct 21, 2024",29,0:00:12,39.74,44.13,,,426,1.5145,0,513,0.39
MYv02zKLFxo,Nibba Nibbi roast 😂#short,"Mar 12, 2024",48,0:00:32,39.04,68.38,,,4690,42.694,6,1535,1.95
l3LsnAoRe3M,rajat roast 😂 #shorts,"Oct 12, 2024",28,0:00:12,38.92,45.66,,,455,1.6158,0,568,2.64
FLVrHeu0sCI,Badmash chacha👽 #shorts #roast  #funny,"Apr 21, 2024",25,0:00:13,38.57,54.68,,,297,1.1278,1,408,4.17
zm3FKc0VbIU,samay raina controversy #shorts,"Feb 13, 2025",42,0:00:17,38.37,41.42,,,547,2.5823,0,610,1.15
n_K4t3D3XG4,JJ Communication Reality 😱,"Mar 11, 2025",32,0:00:23,38.25,73.27,,,1793,10.2205,4,3534,2.91
QMX-b_PbMEQ,SCAM MARKETING 😱#shorts #funny,"Feb 17, 2024",54,0:00:26,37.9,49.57,,,499,3.7102,5,878,3.19
gSTqFysDBQA,Rebel Kid Comeback,"Apr 10, 2025",59,0:00:23,37.83,39.98,,,2191,5.8021,0,1191,2.02
pDp_rcRKZ2o,Systumm hai 💀 #viral,"Mar 22, 2024",29,0:00:14,37.65,48.51,,,451,1.7623,1,290,4.14
Ocrx5qGBHm4,popat ho gya 😂 #shorts #funny,"Oct 31, 2024",44,0:00:19,37.29,45.05,,,465,2.5602,1,818,1.71
rbnFpzZKDUY,Bad News For Hindu,"Apr 23, 2025",38,0:00:18,37.1,49.66,,,144,0.2815,1,1039,1.15
yxUazFNfjis,elvish in jail 😱 #viral #elvishyadav,"Mar 21, 2024",51,0:00:21,36.91,42.45,,,492,2.9586,0,515,2.14
3DTWdxXQYQE,Daru se itna pyaar! 😂,"Oct 5, 2024",34,0:00:18,36.88,54.11,,,462,2.3609,0,600,2
 -XPcZMFc_fs,Elvish yadav ke drivers 😱#shorts #roast,"Apr 28, 2024",58,0:00:23,36.68,40.74,,,694,4.5305,4,1209,3.06
bJV3DbErGas,sejal ka bhai 😂 #comedy,"Nov 17, 2024",25,0:00:16,36.48,67.55,,,1171,5.4698,0,1224,1.14
barMIs3eoMY,raja vlog😡 #rajavlogs #funny #shorts,"Feb 25, 2024",51,0:00:19,36.4,38.02,,,372,2.0035,2,970,2.16
UwTg8p5E5Gg,government these days #indiagotlatent #samayraina,"Feb 13, 2025",42,0:00:14,36.03,35.11,,,543,2.1755,2,638,1.25
9bMhtLR6L9w,Kajal Arman Collab 🤔,"Jun 26, 2025",53,0:00:22,35.79,42.93,,,2493,6.1419,2,2684,6.33
K9w9hxN5wio,Fake Instagram Millionaires  #comedygenre #funny #roast,"Feb 22, 2025",57,0:00:23,35.68,40.77,,,455,2.8156,0,848,0.59
 -veO_rt5e1k,Saiyaara Craze is Getting Out of Universe 😩,"Jul 30, 2025",53,0:00:19,35.51,36.45,,,2037,4.1991,1,2516,1.55
WQ71_Ls-RwQ,best singer of Pakistan 😂#shorts #roast,"Apr 23, 2024",56,0:00:25,35.48,45.09,,,2486,17.3561,6,913,2.52
OSIhmHsGMgU,rajat dalal in bigg boss roast 😂 #shorts,"Oct 9, 2024",32,0:00:15,35.27,48.77,,,551,2.3886,0,584,3.77
nKq-78T0yjo,mumbai road #shorts,"Sep 8, 2024",16,0:00:13,34.96,85.76,,,537,2.0469,0,41,19.51
